word,Reading,JLPT Level
出入り,でいり,N2
出入口,でいりぐち,N2
出入り口,でいりぐち,N2
手入れ,ていれ,N2
出来上がり,できあがり,N2
出来上がる,できあがる,N2
的確,てきかく,N2
適確,てきかく,N2
手首,てくび,N2
凸凹,でこぼこ,N2
手頃,てごろ,N2
手ごろ,てごろ,N2
弟子,でし,N2
でたらめ,でたらめ,N2
手帳,てちょう,N2
鉄橋,てっきょう,N2
手続き,てつづき,N2
鉄砲,てっぽう,N2
テニスコート,テニスコート,N2
手拭い,てぬぐい,N2
手前,てまえ,N2
出迎え,でむかえ,N2
出迎える,でむかえる,N2
照らす,てらす,N2
照る,てる,N2
展開,てんかい,N2
伝記,でんき,N2
電球,でんきゅう,N2
点数,てんすう,N2
伝染,でんせん,N2
電池,でんち,N2
電柱,でんちゅう,N2
点々,てんてん,N2
転々,てんてん,N2
天皇,てんのう,N2
電波,でんぱ,N2
テンポ,テンポ,N2
電流,でんりゅう,N2
電力,でんりょく,N2
問い合わせ,といあわせ,N2
銅,どう,N2
同～,どう～,N2
どういたしまして ,どういたしまして ,N2
統一,とういつ,N2
同格,どうかく,N2
峠,とうげ,N2
統計,とうけい,N2
動作,どうさ,N2
東西,とうざい,N2
当日,とうじつ,N2
投書,とうしょ,N2
登場,とうじょう,N2
どうせ,どうせ,N2
灯台,とうだい,N2
盗難,とうなん,N2
当番,とうばん,N2
等分,とうぶん,N2
透明,とうめい,N2
灯油,とうゆ,N2
東洋,とうよう,N2
童話,どうわ,N2
通り掛かる,とおりかかる,N2
溶かす,とかす,N2
尖る,とがる,N2
どきどき,どきどき,N2
特殊,とくしゅ,N2
特色,とくしょく,N2
特定,とくてい,N2
特売,とくばい,N2
溶け込む,とけこむ,N2
溶ける,とける,N2
退ける,どける,N2
床の間,とこのま,N2
所々,ところどころ,N2
都心,としん,N2
戸棚,とだな,N2
とっくに,とっくに,N2
どっと,どっと,N2
整う,ととのう,N2
留まる,とどまる,N2
怒鳴る,どなる,N2
殿,どの,N2
飛び込む,とびこむ,N2
留まる,とまる,N2
泊める,とめる,N2
ともかく,ともかく,N2
捕える,とらえる,N2
取り入れる,とりいれる,N2
取り消す,とりけす,N2
取り出す,とりだす,N2
採る,とる,N2
捕る,とる,N2
丼,どんぶり,N2
内科,ないか,N2
内線,ないせん,N2
ナイロン,ナイロン,N2
長～,なが～,N2
仲直り,なかなおり,N2
長引く,ながびく,N2
中身,なかみ,N2
中指,なかゆび,N2
仲良し,なかよし,N2
慰める,なぐさめる,N2
殴る,なぐる,N2
為す,なす,N2
謎謎,なぞなぞ,N2
傾らか,なだらか,N2
懐かしい,なつかしい,N2
撫でる,なでる,N2
斜め,ななめ,N2
なにしろ,なにしろ,N2
何しろ,なにしろ,N2
何々,なになに,N2
何分,なにぶん,N2
生意気,なまいき,N2
生意気な,なまいきな,N2
並木,なみき,N2
倣う,ならう,N2
生る,なる,N2
南極,なんきょく,N2
なんとなく,なんとなく,N2
なんとも,なんとも,N2
何とも,なんとも,N2
ナンバー,ナンバー,N2
南米,なんべい,N2
南北,なんぼく,N2
匂う,におう,N2
逃がす,にがす,N2
憎い,にくい,N2
憎む,にくむ,N2
憎らしい,にくらしい,N2
にこにこ,にこにこ,N2
濁る,にごる,N2
虹,にじ,N2
日時,にちじ,N2
日用品,にちようひん,N2
日課,にっか,N2
日程,にってい,N2
鈍い,にぶい,N2
入社,にゅうしゃ,N2
女房,にょうぼう,N2
睨む,にらむ,N2
煮る,にる,N2
俄,にわか,N2
縫う,ぬう,N2
ねじ,ねじ,N2
捩る,ねじる,N2
ネックレス,ネックレス,N2
熱する,ねっする,N2
寝間着,ねまき,N2
寝巻,ねまき,N2
狙い,ねらい,N2
狙う,ねらう,N2
年度,ねんど,N2
農産物,のうさんぶつ,N2
農村,のうそん,N2
濃度,のうど,N2
農薬,のうやく,N2
能率,のうりつ,N2
のこぎり,のこぎり,N2
残らず,のこらず,N2
上り,のぼり,N2
糊,のり,N2
乗換,のりかえ,N2
乗り換え,のりかえ,N2
乗り越し,のりこし,N2
鈍い,のろい,N2
のろのろ,のろのろ,N2
呑気,のんき,N2
はい ,はい ,N2
灰色,はいいろ,N2
俳句,はいく,N2
売店,ばいてん,N2
バイバイ,バイバイ,N2
売買,ばいばい,N2
這う,はう,N2
剥す,はがす,N2
剥がす,はがす,N2
ばからしい,ばからしい,N2
秤,はかり,N2
吐き気,はきけ,N2
はきはき,はきはき,N2
掃く,はく,N2
歯車,はぐるま,N2
バケツ,バケツ,N2
挟まる,はさまる,N2
挟む,はさむ,N2
梯子,はしご,N2
始めに,はじめに,N2
初めに,はじめに,N2
はじめまして,はじめまして,N2
斜,はす,N2
外れる,はずれる,N2
パターン,パターン,N2
肌着,はだぎ,N2
果して,はたして,N2
果たして,はたして,N2
鉢,はち,N2
発,はつ,N2
×,ばつ,N2
発揮,はっき,N2
バック,バック,N2
発想,はっそう,N2
発電,はつでん,N2
発売,はつばい,N2
派手,はで,N2
話合い,はなしあい,N2
話し合い,はなしあい,N2
話し掛ける,はなしかける,N2
話中,はなしちゅう,N2
甚だしい,はなはだしい,N2
花火,はなび,N2
花嫁,はなよめ,N2
ばね,ばね,N2
跳ねる,はねる,N2
破片,はへん,N2
歯磨き,はみがき,N2
はめる,はめる,N2
早口,はやくち,N2
払い込む,はらいこむ,N2
払い戻す,はらいもどす,N2
針金,はりがね,N2
張り切る,はりきる,N2
反～,はん～,N2
反映,はんえい,N2
半径,はんけい,N2
判子,はんこ,N2
万歳,ばんざい,N2
判事,はんじ,N2
反省,はんせい,N2
番地,ばんち,N2
パンツ,パンツ,N2
バンド,バンド,N2
半島,はんとう,N2
ハンドル,ハンドル,N2
非～,ひ～,N2
日当たり,ひあたり,N2
日帰り,ひがえり,N2
比較的,ひかくてき,N2
日陰,ひかげ,N2
ぴかぴか,ぴかぴか,N2
引受る,ひきうける,N2
引き返す,ひきかえす,N2
引算,ひきざん,N2
引き出す,ひきだす,N2
引き止める,ひきとめる,N2
卑怯,ひきょう,N2
引分け,ひきわけ,N2
引き分け,ひきわけ,N2
陽射,ひざし,N2
日差し,ひざし,N2
肘,ひじ,N2
ピストル,ピストル,N2
ビタミン,ビタミン,N2
ぴたり,ぴたり,N2
引っ掛かる,ひっかかる,N2
筆記,ひっき,N2
引っ繰り返す,ひっくりかえす,N2
引っ繰り返る,ひっくりかえる,N2
引っ越し,ひっこし,N2
引っ込む,ひっこむ,N2
筆者,ひっしゃ,N2
必需品,ひつじゅひん,N2
一～,ひと～,N2
人差指,ひとさしゆび,N2
一通り,ひととおり,N2
人通り,ひとどおり,N2
ひとまず,ひとまず,N2
瞳,ひとみ,N2
一休み,ひとやすみ,N2
独り言,ひとりごと,N2
ひとりでに,ひとりでに,N2
ビニール,ビニール,N2
皮肉,ひにく,N2
日日,ひにち,N2
日にち,ひにち,N2
捻る,ひねる,N2
日の入り,ひのいり,N2
日の出,ひので,N2
響き,ひびき,N2
響く,ひびく,N2
皮膚,ひふ,N2
冷やす,ひやす,N2
ひゃっかじてん,ひゃっかじてん,N2
百科事典,ひゃっかじてん,N2
美容,びよう,N2
表紙,ひょうし,N2
標識,ひょうしき,N2
標準,ひょうじゅん,N2
標本,ひょうほん,N2
評論,ひょうろん,N2
ビルディング,ビルディング,N2
昼寝,ひるね,N2
広げる,ひろげる,N2
広さ,ひろさ,N2
広場,ひろば,N2
広々,ひろびろ,N2
ピンク,ピンク,N2
便箋,びんせん,N2
瓶詰,びんづめ,N2
ファスナー,ファスナー,N2
風船,ふうせん,N2
不運,ふうん,N2
深まる,ふかまる,N2
不規則,ふきそく,N2
普及,ふきゅう,N2
付近,ふきん,N2
副～,ふく～,N2
副詞,ふくし,N2
複写,ふくしゃ,N2
複数,ふくすう,N2
ふくめる,ふくめる,N2
膨らます,ふくらます,N2
膨らむ,ふくらむ,N2
不潔,ふけつ,N2
更ける,ふける,N2
符号,ふごう,N2
夫妻,ふさい,N2
塞がる,ふさがる,N2
塞ぐ,ふさぐ,N2
ふざける,ふざける,N2
無沙汰,ぶさた,N2
武士,ぶし,N2
部首,ぶしゅ,N2
蒸す,ふす,N2
襖,ふすま,N2
附属,ふぞく,N2
付属,ふぞく,N2
蓋,ふた,N2
不通,ふつう,N2
物騒,ぶっそう,N2
ぶつぶつ,ぶつぶつ,N2
船便,ふなびん,N2
部品,ぶひん,N2
吹雪,ふぶき,N2
父母,ふぼ,N2
踏切,ふみきり,N2
麓,ふもと,N2
フライパン,フライパン,N2
ブラウス,ブラウス,N2
ぶらさげる,ぶらさげる,N2
ブラシ,ブラシ,N2
プラットホーム,プラットホーム,N2
フリー,フリー,N2
振り仮名,ふりがな,N2
振り向く,ふりむく,N2
プリント,プリント,N2
古～,ふる～,N2
故郷,ふるさと,N2
古里,ふるさと,N2
振舞う,ふるまう,N2
ブローチ,ブローチ,N2
プログラム,プログラム,N2
風呂敷,ふろしき,N2
ふわふわ,ふわふわ,N2
噴火,ふんか,N2
分解,ぶんかい,N2
文芸,ぶんげい,N2
文献,ぶんけん,N2
噴水,ふんすい,N2
分数,ぶんすう,N2
文体,ぶんたい,N2
分布,ぶんぷ,N2
文房具,ぶんぼうぐ,N2
文脈,ぶんみゃく,N2
分量,ぶんりょう,N2
分類,ぶんるい,N2
閉会,へいかい,N2
平気,へいき,N2
並行,へいこう,N2
平日,へいじつ,N2
兵隊,へいたい,N2
平凡,へいぼん,N2
平野,へいや,N2
凹む,へこむ,N2
へそ,へそ,N2
隔てる,へだてる,N2
別荘,べっそう,N2
別々,べつべつ,N2
ベテラン,ベテラン,N2
ヘリコプター,ヘリコプター,N2
編集,へんしゅう,N2
便所,べんじょ,N2
ペンチ,ペンチ,N2
ボーナス,ボーナス,N2
防～,ぼう～,N2
望遠鏡,ぼうえんきょう,N2
方角,ほうがく,N2
箒,ほうき,N2
方言,ほうげん,N2
坊さん,ぼうさん,N2
防止,ぼうし,N2
方針,ほうしん,N2
包装,ほうそう,N2
法則,ほうそく,N2
包帯,ほうたい,N2
膨大,ぼうだい,N2
包丁,ほうちょう,N2
方程式,ほうていしき,N2
防犯,ぼうはん,N2
方面,ほうめん,N2
坊や,ぼうや,N2
放る,ほうる,N2
朗らか,ほがらか,N2
朗らか,ほがらか,N2
牧場,ぼくじょう,N2
牧畜,ぼくちく,N2
保健,ほけん,N2
募集,ぼしゅう,N2
干す,ほす,N2
ポスター,ポスター,N2
北極,ほっきょく,N2
坊っちゃん,ぼっちゃん,N2
解く,ほどく,N2
掘る,ほる,N2
彫る,ほる,N2
ぼろ,ぼろ,N2
盆,ぼん,N2
盆地,ぼんち,N2
ほんの～,ほんの～,N2
本部,ほんぶ,N2
本来,ほんらい,N2
まあまあ,まあまあ,N2
毎～,まい～,N2
枚数,まいすう,N2
毎度,まいど,N2
まく,まく,N2
枕,まくら,N2
曲げる,まげる,N2
まごまご,まごまご,N2
摩擦,まさつ,N2
まざる,まざる,N2
まじる,まじる,N2
マスク,マスク,N2
まぜる,まぜる,N2
またぐ,またぐ,N2
跨ぐ,またぐ,N2
待合室,まちあいしつ,N2
待ち合わせる,まちあわせる,N2
街角,まちかど,N2
真っ暗,まっくら,N2
真っ黒,まっくろ,N2
真っ青,まっさお,N2
真っ先,まっさき,N2
真っ白,まっしろ,N2
祭る,まつる,N2
窓口,まどぐち,N2
真似る,まねる,N2
まぶた,まぶた,N2
マフラー,マフラー,N2
間も無く,まもなく,N2
間もなく,まもなく,N2
マラソン,マラソン,N2
稀,まれ,N2
回り道,まわりみち,N2
満員,まんいん,N2
マンション,マンション,N2
満点,まんてん,N2
未～,み～,N2
見上げる,みあげる,N2
見送る,みおくる,N2
見下ろす,みおろす,N2
見掛け,みかけ,N2
三日月,みかづき,N2
岬,みさき,N2
みじめ,みじめ,N2
惨めな,みじめな,N2
ミシン,ミシン,N2
自ら,みずから,N2
水着,みずぎ,N2
店屋,みせや,N2
見出し,みだし,N2
道順,みちじゅん,N2
みっともない,みっともない,N2
見詰める,みつめる,N2
見直す,みなおす,N2
見慣れる,みなれる,N2
醜い,みにくい,N2
実る,みのる,N2
身分,みぶん,N2
見本,みほん,N2
見舞う,みまう,N2
未満,みまん,N2
名字,みょうじ,N2
ミリ ,ミリ ,N2
診る,みる,N2
民間,みんかん,N2
民主～,みんしゅ～,N2
民謡,みんよう,N2
無限,むげん,N2
無地,むじ,N2
蒸し暑い,むしあつい,N2
矛盾,むじゅん,N2
無数,むすう,N2
紫,むらさき,N2
群れ,むれ,N2
姪,めい,N2
名～,めい～,N2
名作,めいさく,N2
名詞,めいし,N2
名刺,めいし,N2
名所,めいしょ,N2
迷信,めいしん,N2
命ずる,めいずる,N2
名物,めいぶつ,N2
銘々,めいめい,N2
恵まれる,めぐまれる,N2
巡る,めぐる,N2
目指す,めざす,N2
目覚し,めざまし,N2
目下,めした,N2
目印,めじるし,N2
目立つ,めだつ,N2
めちゃくちゃ,めちゃくちゃ,N2
めっきり,めっきり,N2
めでたい,めでたい,N2
メニュー,メニュー,N2
めまい,めまい,N2
目安,めやす,N2
免税,めんぜい,N2
面積,めんせき,N2
面接,めんせつ,N2
面倒臭い,めんどうくさい,N2
モーター,モーター,N2
儲かる,もうかる,N2
儲ける,もうける,N2
申し訳ない,もうしわけない,N2
木材,もくざい,N2
目次,もくじ,N2
潜る,もぐる,N2
もしかしたら,もしかしたら,N2
もたれる,もたれる,N2
凭れる,もたれる,N2
モダン,モダン,N2
餅,もち,N2
モデル,モデル,N2
元々,もともと,N2
物置,ものおき,N2
物語る,ものがたる,N2
物差し,ものさし,N2
物凄い,ものすごい,N2
モノレール,モノレール,N2
紅葉,もみじ,N2
揉む,もむ,N2
もやす,もやす,N2
催し,もよおし,N2
盛る,もる,N2
問答,もんどう,N2
やかましい,やかましい,N2
喧しい,やかましい,N2
夜間,やかん,N2
やかん,やかん,N2
やかん,やかん,N2
役者,やくしゃ,N2
役所,やくしょ,N2
役人,やくにん,N2
薬品,やくひん,N2
役目,やくめ,N2
火傷,やけど,N2
夜行,やこう,N2
矢印,やじるし,N2
やたらに,やたらに,N2
薬局,やっきょく,N2
やっつける,やっつける,N2
やっぱり,やっぱり,N2
家主,やぬし,N2
破く,やぶく,N2
やむをえない,やむをえない,N2
軟らかい,やわらかい,N2
遊園地,ゆうえんち,N2
夕刊,ゆうかん,N2
友好,ゆうこう,N2
郵送,ゆうそう,N2
夕立,ゆうだち,N2
夕日,ゆうひ,N2
悠々,ゆうゆう,N2
有料,ゆうりょう,N2
浴衣,ゆかた,N2
行方,ゆくえ,N2
湯気,ゆげ,N2
輸血,ゆけつ,N2
輸送,ゆそう,N2
油断,ゆだん,N2
湯飲み,ゆのみ,N2
湯飲,ゆのみ,N2
緩い,ゆるい,N2
溶岩,ようがん,N2
容器,ようき,N2
用語,ようご,N2
要旨,ようし,N2
幼児,ようじ,N2
容積,ようせき,N2
幼稚,ようち,N2
幼稚園,ようちえん,N2
用途,ようと,N2
洋品店,ようひんてん,N2
養分,ようぶん,N2
羊毛,ようもう,N2
漸く,ようやく,N2
要領,ようりょう,N2
翌～,よく～,N2
欲張り,よくばり,N2
余計,よけい,N2
よこす,よこす,N2
よごす,よごす,N2
寄せる,よせる,N2
余所,よそ,N2
四つ角,よつかど,N2
酔っ払い,よっぱらい,N2
予備,よび,N2
呼び掛ける,よびかける,N2
呼び出す,よびだす,N2
蘇る,よみがえる,N2
慶ぶ,よろこぶ,N2
来日,らいにち,N2
落第,らくだい,N2
ラッシュアワー,ラッシュアワー,N2
欄,らん,N2
ランチ,ランチ,N2
ランニング,ランニング,N2
乱暴,らんぼう,N2
理科,りか,N2
利害,りがい,N2
リズム,リズム,N2
リットル,リットル,N2
リポート,リポート,N2
リボン,リボン,N2
略す,りゃくす,N2
流域,りゅういき,N2
寮,りょう,N2
両～,りょう～,N2
両側,りょうがわ,N2
漁師,りょうし,N2
領事,りょうじ,N2
領収,りょうしゅう,N2
臨時,りんじ,N2
留守番,るすばん,N2
例外,れいがい,N2
零点,れいてん,N2
冷凍,れいとう,N2
レインコート,レインコート,N2
レクリェーション,レクリェーション,N2
レジャー,レジャー,N2
列島,れっとう,N2
煉瓦,れんが,N2
連合,れんごう,N2
レンズ,レンズ,N2
ローマ字,ローマじ,N2
ろうそく,ろうそく,N2
録音,ろくおん,N2
ロッカー,ロッカー,N2
ロビー,ロビー,N2
論ずる,ろんずる,N2
和～,わ～,N2
和英,わえい,N2
我～,わが～,N2
分かれる,わかれる,N2
若々しい,わかわかしい,N2
詫びる,わびる,N2
和服,わふく,N2
割合に,わりあいに,N2
割算,わりざん,N2
割と,わりと,N2
割引,わりびき,N2
ワンピース,ワンピース,N2
作法,さほう,N2
様々,さまざま,N3
冷ます,さます,N3
覚ます,さます,N3
冷める,さめる,N3
覚める,さめる,N3
左右,さゆう,N3
皿,さら,N3
更に,さらに,N3
去る,さる,N3
猿,さる,N3
騒ぎ,さわぎ,N3
参加,さんか,N3
参考,さんこう,N3
賛成,さんせい,N3
酸性,さんせい,N3
酸素,さんそ,N3
氏,し,N3
詩,し,N3
幸せ,しあわせ,N3
ジーンズ,ジーンズ,N3
ジェット機,ジェットき,N3
四角,しかく,N3
直に,じかに,N3
しかも,しかも,N3
四季,しき,N3
直,じき,N3
時期,じき,N3
支給,しきゅう,N3
至急,しきゅう,N3
しきりに,しきりに,N3
刺激,しげき,N3
資源,しげん,N3
事件,じけん,N3
時刻,じこく,N3
自殺,じさつ,N3
事実,じじつ,N3
支出,ししゅつ,N3
事情,じじょう,N3
詩人,しじん,N3
自身,じしん,N3
沈む,しずむ,N3
自然,しぜん,N3
思想,しそう,N3
舌,した,N3
次第,しだい,N3
従う,したがう,N3
したがって,したがって,N3
親しい,したしい,N3
質,しつ,N3
失業,しつぎょう,N3
湿気,しっけ,N3
実験,じっけん,N3
実現,じつげん,N3
実行,じっこう,N3
実際,じっさい,N3
実施,じっし,N3
湿度,しつど,N3
じっと,じっと,N3
実に,じつに,N3
実は,じつは,N3
失望,しつぼう,N3
実力,じつりょく,N3
支店,してん,N3
指導,しどう,N3
自動,じどう,N3
児童,じどう,N3
品,しな,N3
支配,しはい,N3
芝居,しばい,N3
しばしば,しばしば,N3
芝生,しばふ,N3
支払,しはらい,N3
支払う,しはらう,N3
死亡,しぼう,N3
資本,しほん,N3
姉妹,しまい,N3
しまった ,しまった ,N3
自慢,じまん,N3
地味,じみ,N3
示す,しめす,N3
占める,しめる,N3
湿る,しめる,N3
下,しも,N3
霜,しも,N3
借金,しゃっきん,N3
しゃべる,しゃべる,N3
週,しゅう,N3
州,しゅう,N3
銃,じゅう,N3
周囲,しゅうい,N3
収穫,しゅうかく,N3
宗教,しゅうきょう,N3
重視,じゅうし,N3
就職,しゅうしょく,N3
ジュース,ジュース,N3
修正,しゅうせい,N3
重体,じゅうたい,N3
渋滞,じゅうたい,N3
重大,じゅうだい,N3
住宅,じゅうたく,N3
集団,しゅうだん,N3
集中,しゅうちゅう,N3
収入,しゅうにゅう,N3
住民,じゅうみん,N3
重要,じゅうよう,N3
修理,しゅうり,N3
主義,しゅぎ,N3
宿泊,しゅくはく,N3
手術,しゅじゅつ,N3
首相,しゅしょう,N3
手段,しゅだん,N3
主張,しゅちょう,N3
出場,しゅつじょう,N3
出身,しゅっしん,N3
出版,しゅっぱん,N3
首都,しゅと,N3
主婦,しゅふ,N3
主要,しゅよう,N3
需要,じゅよう,N3
種類,しゅるい,N3
順,じゅん,N3
瞬間,しゅんかん,N3
順調,じゅんちょう,N3
順番,じゅんばん,N3
使用,しよう,N3
小,しょう,N3
章,しょう,N3
賞,しょう,N3
上,じょう,N3
障害,しょうがい,N3
奨学金,しょうがくきん,N3
乗客,じょうきゃく,N3
上京,じょうきょう,N3
状況,じょうきょう,N3
条件,じょうけん,N3
正午,しょうご,N3
正直,しょうじき,N3
常識,じょうしき,N3
少女,しょうじょ,N3
少々,しょうしょう,N3
症状,しょうじょう,N3
生じる,しょうじる,N3
状態,じょうたい,N3
上達,じょうたつ,N3
冗談,じょうだん,N3
上等,じょうとう,N3
衝突,しょうとつ,N3
商人,しょうにん,N3
承認,しょうにん,N3
少年,しょうねん,N3
商売,しょうばい,N3
消費,しょうひ,N3
商品,しょうひん,N3
賞品,しょうひん,N3
消防,しょうぼう,N3
情報,じょうほう,N3
証明,しょうめい,N3
省略,しょうりゃく,N3
女王,じょおう,N3
職,しょく,N3
職業,しょくぎょう,N3
食卓,しょくたく,N3
食品,しょくひん,N3
植物,しょくぶつ,N3
食物,しょくもつ,N3
食欲,しょくよく,N3
食料,しょくりょう,N3
食糧,しょくりょう,N3
書斎,しょさい,N3
女子,じょし,N3
助手,じょしゅ,N3
徐々に,じょじょに,N3
署名,しょめい,N3
書物,しょもつ,N3
女優,じょゆう,N3
処理,しょり,N3
書類,しょるい,N3
知らせ,しらせ,N3
尻,しり,N3
知合い,しりあい,N3
印,しるし,N3
城,しろ,N3
進学,しんがく,N3
神経,しんけい,N3
真剣,しんけん,N3
信仰,しんこう,N3
信号,しんごう,N3
人工,じんこう,N3
深刻,しんこく,N3
診察,しんさつ,N3
人種,じんしゅ,N3
信じる,しんじる,N3
人生,じんせい,N3
親戚,しんせき,N3
新鮮,しんせん,N3
心臓,しんぞう,N3
身体,しんたい,N3
身長,しんちょう,N3
慎重,しんちょう,N3
審判,しんぱん,N3
人物,じんぶつ,N3
進歩,しんぽ,N3
親友,しんゆう,N3
信用,しんよう,N3
信頼,しんらい,N3
心理,しんり,N3
人類,じんるい,N3
巣,す,N3
酢,す,N3
図,ず,N3
水準,すいじゅん,N3
推薦,すいせん,N3
スイッチ,スイッチ,N3
睡眠,すいみん,N3
数,すう,N3
数字,すうじ,N3
スープ,スープ,N3
末,すえ,N3
姿,すがた,N3
スキー,スキー,N3
救う,すくう,N3
すくなくとも,すくなくとも,N3
優れる,すぐれる,N3
スケート,スケート,N3
スケジュール,スケジュール,N3
少しも,すこしも,N3
過ごす,すごす,N3
筋,すじ,N3
進める,すすめる,N3
勧める,すすめる,N3
スター,スター,N3
スタイル,スタイル,N3
スタンド,スタンド,N3
頭痛,ずつう,N3
ずっと,ずっと,N3
すっぱい,すっぱい,N3
すてき,すてき,N3
既に,すでに,N3
すなわち,すなわち,N3
スピーチ,スピーチ,N3
全て,すべて,N3
済ませる,すませる,N3
角,すみ,N3
墨,すみ,N3
すみません ,すみません ,N3
澄む,すむ,N3
清む,すむ,N3
刷る,する,N3
為る,する,N3
鋭い,するどい,N3
すれ違う,すれちがう,N3
ずれる,ずれる,N3
正,せい,N3
生,せい,N3
性,せい,N3
姓,せい,N3
所為,せい,N3
税,ぜい,N3
性格,せいかく,N3
正確,せいかく,N3
世紀,せいき,N3
請求,せいきゅう,N3
税金,ぜいきん,N3
清潔,せいけつ,N3
制限,せいげん,N3
成功,せいこう,N3
正式,せいしき,N3
性質,せいしつ,N3
精神,せいしん,N3
成人,せいじん,N3
精々,せいぜい,N3
成績,せいせき,N3
製造,せいぞう,N3
贅沢,ぜいたく,N3
成長,せいちょう,N3
生長,せいちょう,N3
制度,せいど,N3
青年,せいねん,N3
生年月日,せいねんがっぴ,N3
製品,せいひん,N3
政府,せいふ,N3
生物,せいぶつ,N3
生命,せいめい,N3
整理,せいり,N3
咳,せき,N3
石炭,せきたん,N3
責任,せきにん,N3
石油,せきゆ,N3
世間,せけん,N3
説,せつ,N3
積極的,せっきょくてき,N3
設計,せっけい,N3
絶対,ぜったい,N3
セット,セット,N3
愛,あい,N3
相変わらず,あいかわらず,N3
愛情,あいじょう,N3
合図,あいず,N3
アイスクリーム,アイスクリーム,N3
愛する,あいする,N3
相手,あいて,N3
あいにく,あいにく,N3
遭う,あう,N3
アウト,アウト,N3
明かり,あかり,N3
空き,あき,N3
明らか,あきらか,N3
諦める,あきらめる,N3
飽きる,あきる,N3
握手,あくしゅ,N3
悪魔,あくま,N3
明ける,あける,N3
揚げる,あげる,N3
挙げる,あげる,N3
預かる,あずかる,N3
預ける,あずける,N3
汗,あせ,N3
与える,あたえる,N3
温かい,あたたかい,N3
暖まる,あたたまる,N3
温まる,あたたまる,N3
暖める,あたためる,N3
温める,あたためる,N3
辺り,あたり,N3
当たり前,あたりまえ,N3
当たる,あたる,N3
あちこち,あちこち,N3
扱う,あつかう,N3
集まり,あつまり,N3
当てる,あてる,N3
